scan_timestamp,sport,game_label,team,book_fair_prob,kalshi_price,entry_price,raw_edge,fee_cost,spread_cost,net_edge,side,kalshi_ticker,outcome
2026-09-05T19:18:52.226363+00:00,nfl,New York Jets @ Los Angeles Chargers,Los Angeles Chargers,0.8683,0.825,0.83,0.0433,0.0099,0.005,0.0284,buy_yes,KXNFLGAME-26SEP13ARILAC-LAC,
2026-09-05T19:18:52.226480+00:00,nfl,Minnesota Vikings @ San Francisco 49ers,San Francisco 49ers,0.6856,0.36,0.37,0.3256,0.0164,0.01,0.2992,buy_yes,KXNFLGAME-26SEP10SFLAR-SF,
2026-09-05T19:18:52.226588+00:00,nfl,Green Bay Packers @ Los Angeles Rams,Los Angeles Rams,0.7299,0.645,0.65,0.0849,0.016,0.005,0.0639,buy_yes,KXNFLGAME-26SEP10SFLAR-LAR,
2026-09-05T19:18:52.226655+00:00,nfl,Chicago Bears @ Detroit Lions,Detroit Lions,0.5911,0.745,0.26,-0.1539,0.0135,0.005,0.1354,buy_no,KXNFLGAME-26SEP13NODET-DET,
2026-09-05T19:18:52.226747+00:00,nfl,Kansas City Chiefs @ Buffalo Bills,Buffalo Bills,0.6033,0.495,0.5,0.1083,0.0176,0.005,0.0857,buy_yes,KXNFLGAME-26SEP13BUFHOU-BUF,
2026-09-05T19:18:52.226801+00:00,nfl,Denver Broncos @ Pittsburgh Steelers,Pittsburgh Steelers,0.4533,0.635,0.37,-0.1817,0.0164,0.005,0.1603,buy_no,KXNFLGAME-26SEP13ATLPIT-PIT,
2026-09-05T19:18:52.226860+00:00,nfl,Atlanta Falcons @ Minnesota Vikings,Minnesota Vikings,0.7216,0.535,0.54,0.1866,0.0174,0.005,0.1642,buy_yes,KXNFLGAME-26SEP13GBMIN-MIN,
2026-09-05T19:18:52.226913+00:00,nfl,Baltimore Ravens @ Houston Texans,Houston Texans,0.5375,0.505,0.51,0.0325,0.0175,0.005,0.01,buy_yes,KXNFLGAME-26SEP13BUFHOU-HOU,
2026-09-05T19:18:52.226970+00:00,nfl,New Orleans Saints @ Cincinnati Bengals,Cincinnati Bengals,0.7943,0.655,0.66,0.1393,0.0158,0.005,0.1185,buy_yes,KXNFLGAME-26SEP13TBCIN-CIN,
2026-09-05T19:18:52.227024+00:00,nfl,Las Vegas Raiders @ Cleveland Browns,Cleveland Browns,0.5467,0.22,0.23,0.3267,0.0124,0.01,0.3043,buy_yes,KXNFLGAME-26SEP13CLEJAC-CLE,
2026-09-05T19:18:52.227075+00:00,nfl,New York Giants @ Indianapolis Colts,Indianapolis Colts,0.5739,0.375,0.38,0.1989,0.0165,0.005,0.1774,buy_yes,KXNFLGAME-26SEP13BALIND-IND,
2026-09-05T19:18:52.227168+00:00,nfl,New York Jets @ Miami Dolphins,Miami Dolphins,0.5467,0.16,0.17,0.3867,0.0099,0.01,0.3668,buy_yes,KXNFLGAME-26SEP20MIASF-MIA,
2026-09-05T19:18:52.227226+00:00,nfl,Washington Commanders @ Arizona Cardinals,Arizona Cardinals,0.2784,0.185,0.19,0.0934,0.0108,0.005,0.0776,buy_yes,KXNFLGAME-26SEP13ARILAC-ARI,
2026-09-05T19:18:52.227277+00:00,nfl,Seattle Seahawks @ San Francisco 49ers,San Francisco 49ers,0.5,0.36,0.37,0.14,0.0164,0.01,0.1136,buy_yes,KXNFLGAME-26SEP10SFLAR-SF,
2026-09-05T19:18:52.227333+00:00,nfl,New England Patriots @ Los Angeles Chargers,Los Angeles Chargers,0.5467,0.825,0.18,-0.2783,0.0104,0.005,0.2629,buy_no,KXNFLGAME-26SEP13ARILAC-LAC,
2026-09-05T19:18:52.227391+00:00,nfl,Carolina Panthers @ Tampa Bay Buccaneers,Tampa Bay Buccaneers,0.6856,0.345,0.35,0.3406,0.016,0.005,0.3196,buy_yes,KXNFLGAME-26SEP13TBCIN-TB,
2026-09-05T19:18:52.227442+00:00,nfl,Kansas City Chiefs @ Los Angeles Rams,Los Angeles Rams,0.7044,0.645,0.65,0.0594,0.016,0.005,0.0384,buy_yes,KXNFLGAME-26SEP10SFLAR-LAR,
2026-09-05T19:18:52.227495+00:00,nfl,Detroit Lions @ Atlanta Falcons,Atlanta Falcons,0.326,0.365,0.64,-0.039,0.0162,0.005,0.0178,buy_no,KXNFLGAME-26SEP13ATLPIT-ATL,
2026-09-05T19:18:52.227575+00:00,nfl,Jacksonville Jaguars @ Chicago Bears,Chicago Bears,0.6188,0.585,0.59,0.0338,0.017,0.005,0.0118,buy_yes,KXNFLGAME-26SEP13CHICAR-CHI,
2026-09-05T19:18:52.227634+00:00,nfl,Cincinnati Bengals @ Cleveland Browns,Cleveland Browns,0.2701,0.22,0.23,0.0501,0.0124,0.01,0.0277,buy_yes,KXNFLGAME-26SEP13CLEJAC-CLE,
2026-09-05T19:18:52.227725+00:00,nfl,Green Bay Packers @ New Orleans Saints,New Orleans Saints,0.2701,0.265,0.27,0.0051,0.0138,0.005,-0.0137,buy_yes,KXNFLGAME-26SEP13NODET-NO,
2026-09-05T19:18:52.227781+00:00,nfl,Los Angeles Chargers @ Tampa Bay Buccaneers,Tampa Bay Buccaneers,0.4089,0.345,0.35,0.0639,0.016,0.005,0.0429,buy_yes,KXNFLGAME-26SEP13TBCIN-TB,
2026-09-05T19:18:52.227872+00:00,nfl,Washington Commanders @ Tennessee Titans,Tennessee Titans,0.4533,0.525,0.48,-0.0717,0.0175,0.005,0.0492,buy_no,KXNFLGAME-26SEP13NYJTEN-TEN,
2026-09-05T19:18:52.227930+00:00,nfl,Philadelphia Eagles @ Arizona Cardinals,Arizona Cardinals,0.1438,0.185,0.82,-0.0412,0.0104,0.005,0.0258,buy_no,KXNFLGAME-26SEP13ARILAC-ARI,
2026-09-05T19:18:52.227982+00:00,nfl,Buffalo Bills @ New England Patriots,New England Patriots,0.5375,0.385,0.39,0.1525,0.0167,0.005,0.1308,buy_yes,KXNFLGAME-26SEP09NESEA-NE,
2026-09-05T19:18:52.228040+00:00,nfl,Carolina Panthers @ Minnesota Vikings,Minnesota Vikings,0.6856,0.535,0.54,0.1506,0.0174,0.005,0.1282,buy_yes,KXNFLGAME-26SEP13GBMIN-MIN,
2026-09-05T19:18:52.228092+00:00,nfl,Houston Texans @ Pittsburgh Steelers,Pittsburgh Steelers,0.4625,0.635,0.37,-0.1725,0.0164,0.005,0.1511,buy_no,KXNFLGAME-26SEP13ATLPIT-PIT,
2026-09-05T19:18:52.228166+00:00,nfl,Dallas Cowboys @ Seattle Seahawks,Seattle Seahawks,0.7299,0.625,0.63,0.1049,0.0164,0.005,0.0835,buy_yes,KXNFLGAME-26SEP09NESEA-SEA,
2026-09-05T19:18:52.228221+00:00,nfl,Minnesota Vikings @ New England Patriots,New England Patriots,0.7216,0.385,0.39,0.3366,0.0167,0.005,0.3149,buy_yes,KXNFLGAME-26SEP09NESEA-NE,
2026-09-05T19:18:52.228276+00:00,nfl,Atlanta Falcons @ Cleveland Browns,Cleveland Browns,0.5467,0.22,0.23,0.3267,0.0124,0.01,0.3043,buy_yes,KXNFLGAME-26SEP13CLEJAC-CLE,
2026-09-05T19:18:52.228329+00:00,nfl,Tampa Bay Buccaneers @ Baltimore Ravens,Baltimore Ravens,0.7654,0.635,0.64,0.1304,0.0162,0.005,0.1092,buy_yes,KXNFLGAME-26SEP13BALIND-BAL,
2026-09-05T19:18:52.228383+00:00,nfl,New Orleans Saints @ Carolina Panthers,Carolina Panthers,0.5739,0.405,0.41,0.1689,0.017,0.005,0.1469,buy_yes,KXNFLGAME-26SEP13CHICAR-CAR,
2026-09-05T19:18:52.228442+00:00,nfl,Chicago Bears @ Miami Dolphins,Miami Dolphins,0.2479,0.16,0.17,0.0879,0.0099,0.01,0.068,buy_yes,KXNFLGAME-26SEP20MIASF-MIA,
2026-09-05T19:18:52.228498+00:00,nfl,Denver Broncos @ New York Jets,New York Jets,0.263,0.475,0.53,-0.212,0.0175,0.005,0.1895,buy_no,KXNFLGAME-26SEP13NYJTEN-NYJ,
2026-09-05T19:18:52.228597+00:00,nfl,Tennessee Titans @ Detroit Lions,Detroit Lions,0.8312,0.745,0.75,0.0862,0.0132,0.005,0.068,buy_yes,KXNFLGAME-26SEP13NODET-DET,
2026-09-05T19:18:52.228758+00:00,nfl,Kansas City Chiefs @ Cincinnati Bengals,Cincinnati Bengals,0.5467,0.655,0.35,-0.1083,0.016,0.005,0.0873,buy_no,KXNFLGAME-26SEP13TBCIN-CIN,
2026-09-05T19:18:52.228813+00:00,nfl,Los Angeles Rams @ San Francisco 49ers,San Francisco 49ers,0.4385,0.36,0.37,0.0785,0.0164,0.01,0.0521,buy_yes,KXNFLGAME-26SEP10SFLAR-SF,
2026-09-05T19:18:52.228865+00:00,nfl,New York Giants @ Seattle Seahawks,Seattle Seahawks,0.8562,0.625,0.63,0.2312,0.0164,0.005,0.2098,buy_yes,KXNFLGAME-26SEP09NESEA-SEA,
2026-09-05T19:18:52.228924+00:00,nfl,Buffalo Bills @ Green Bay Packers,Green Bay Packers,0.5467,0.47,0.48,0.0767,0.0175,0.01,0.0492,buy_yes,KXNFLGAME-26SEP13GBMIN-GB,
2026-09-05T19:18:52.229014+00:00,nfl,San Francisco 49ers @ Los Angeles Chargers,Los Angeles Chargers,0.5911,0.825,0.18,-0.2339,0.0104,0.005,0.2185,buy_no,KXNFLGAME-26SEP13ARILAC-LAC,
2026-09-05T19:18:52.229102+00:00,nfl,Chicago Bears @ Buffalo Bills,Buffalo Bills,0.674,0.495,0.5,0.179,0.0176,0.005,0.1564,buy_yes,KXNFLGAME-26SEP13BUFHOU-BUF,
2026-09-05T19:18:52.229187+00:00,nfl,Baltimore Ravens @ Pittsburgh Steelers,Pittsburgh Steelers,0.3967,0.635,0.37,-0.2383,0.0164,0.005,0.2169,buy_no,KXNFLGAME-26SEP13ATLPIT-PIT,
2026-09-05T19:18:52.229242+00:00,nfl,Cincinnati Bengals @ Carolina Panthers,Carolina Panthers,0.3967,0.405,0.6,-0.0083,0.0169,0.005,-0.0136,buy_no,KXNFLGAME-26SEP13CHICAR-CAR,
2026-09-05T19:18:52.229333+00:00,nfl,Miami Dolphins @ Green Bay Packers,Green Bay Packers,0.9225,0.47,0.48,0.4525,0.0175,0.01,0.425,buy_yes,KXNFLGAME-26SEP13GBMIN-GB,
2026-09-05T19:18:52.229388+00:00,nfl,Jacksonville Jaguars @ Houston Texans,Houston Texans,0.6188,0.505,0.51,0.1138,0.0175,0.005,0.0913,buy_yes,KXNFLGAME-26SEP13BUFHOU-HOU,
2026-09-05T19:18:52.229443+00:00,nfl,Indianapolis Colts @ Tennessee Titans,Tennessee Titans,0.4533,0.525,0.48,-0.0717,0.0175,0.005,0.0492,buy_no,KXNFLGAME-26SEP13NYJTEN-TEN,
2026-09-05T19:18:52.229500+00:00,nfl,New Orleans Saints @ Tampa Bay Buccaneers,Tampa Bay Buccaneers,0.6938,0.345,0.35,0.3488,0.016,0.005,0.3278,buy_yes,KXNFLGAME-26SEP13TBCIN-TB,
2026-09-05T19:18:52.229581+00:00,nfl,New York Jets @ Arizona Cardinals,Arizona Cardinals,0.5,0.185,0.19,0.315,0.0108,0.005,0.2992,buy_yes,KXNFLGAME-26SEP13ARILAC-ARI,
2026-09-05T19:18:52.229636+00:00,nfl,Dallas Cowboys @ Los Angeles Rams,Los Angeles Rams,0.7521,0.645,0.65,0.1071,0.016,0.005,0.0861,buy_yes,KXNFLGAME-26SEP10SFLAR-LAR,
2026-09-05T19:18:52.229729+00:00,nfl,Detroit Lions @ Minnesota Vikings,Minnesota Vikings,0.4533,0.535,0.47,-0.0817,0.0175,0.005,0.0592,buy_no,KXNFLGAME-26SEP13GBMIN-MIN,
2026-09-05T19:18:52.229850+00:00,nfl,Green Bay Packers @ Chicago Bears,Chicago Bears,0.525,0.585,0.42,-0.06,0.0171,0.005,0.0379,buy_no,KXNFLGAME-26SEP13CHICAR-CHI,
2026-09-05T19:18:52.229935+00:00,nfl,Los Angeles Rams @ Seattle Seahawks,Seattle Seahawks,0.5615,0.625,0.38,-0.0635,0.0165,0.005,0.042,buy_no,KXNFLGAME-26SEP09NESEA-SEA,
2026-09-05T19:18:52.229991+00:00,nfl,Arizona Cardinals @ New Orleans Saints,New Orleans Saints,0.7585,0.265,0.27,0.4935,0.0138,0.005,0.4747,buy_yes,KXNFLGAME-26SEP13NODET-NO,
2026-09-05T19:18:52.230044+00:00,nfl,Tampa Bay Buccaneers @ Atlanta Falcons,Atlanta Falcons,0.4533,0.365,0.37,0.0883,0.0164,0.005,0.0669,buy_yes,KXNFLGAME-26SEP13ATLPIT-ATL,
2026-09-05T19:18:52.230097+00:00,nfl,Cleveland Browns @ Baltimore Ravens,Baltimore Ravens,0.8683,0.635,0.64,0.2333,0.0162,0.005,0.2121,buy_yes,KXNFLGAME-26SEP13BALIND-BAL,
2026-09-05T19:18:52.230149+00:00,nfl,Carolina Panthers @ Pittsburgh Steelers,Pittsburgh Steelers,0.6856,0.635,0.64,0.0506,0.0162,0.005,0.0294,buy_yes,KXNFLGAME-26SEP13ATLPIT-PIT,
2026-09-05T19:18:52.230202+00:00,nfl,Cincinnati Bengals @ Indianapolis Colts,Indianapolis Colts,0.4625,0.375,0.38,0.0875,0.0165,0.005,0.066,buy_yes,KXNFLGAME-26SEP13BALIND-IND,
2026-09-05T19:18:52.230294+00:00,nfl,Los Angeles Chargers @ Miami Dolphins,Miami Dolphins,0.1609,0.16,0.17,0.0009,0.0099,0.01,-0.019,buy_yes,KXNFLGAME-26SEP20MIASF-MIA,
2026-09-05T19:18:52.230350+00:00,nfl,Washington Commanders @ Minnesota Vikings,Minnesota Vikings,0.5739,0.535,0.54,0.0389,0.0174,0.005,0.0165,buy_yes,KXNFLGAME-26SEP13GBMIN-MIN,
2026-09-05T19:18:52.230406+00:00,nfl,New England Patriots @ New York Jets,New York Jets,0.2164,0.475,0.53,-0.2586,0.0175,0.005,0.2361,buy_no,KXNFLGAME-26SEP13NYJTEN-NYJ,
2026-09-05T19:18:52.230565+00:00,nfl,New York Giants @ Detroit Lions,Detroit Lions,0.7044,0.745,0.26,-0.0406,0.0135,0.005,0.0221,buy_no,KXNFLGAME-26SEP13NODET-DET,
2026-09-05T19:18:52.230643+00:00,nfl,Baltimore Ravens @ Cincinnati Bengals,Cincinnati Bengals,0.5739,0.655,0.35,-0.0811,0.016,0.005,0.0601,buy_no,KXNFLGAME-26SEP13TBCIN-CIN,
2026-09-05T19:18:52.230698+00:00,nfl,New Orleans Saints @ Atlanta Falcons,Atlanta Falcons,0.5375,0.365,0.37,0.1725,0.0164,0.005,0.1511,buy_yes,KXNFLGAME-26SEP13ATLPIT-ATL,
2026-09-05T19:18:52.230829+00:00,nfl,Buffalo Bills @ Miami Dolphins,Miami Dolphins,0.1536,0.16,0.85,-0.0064,0.009,0.01,-0.0126,buy_no,KXNFLGAME-26SEP20MIASF-MIA,
2026-09-05T19:18:52.230944+00:00,nfl,Seattle Seahawks @ Carolina Panthers,Carolina Panthers,0.2479,0.405,0.6,-0.1571,0.0169,0.005,0.1352,buy_no,KXNFLGAME-26SEP13CHICAR-CAR,
2026-09-05T19:18:52.231039+00:00,nfl,Indianapolis Colts @ Cleveland Browns,Cleveland Browns,0.4261,0.22,0.23,0.2061,0.0124,0.01,0.1837,buy_yes,KXNFLGAME-26SEP13CLEJAC-CLE,
2026-09-05T19:18:52.231136+00:00,nfl,Denver Broncos @ New England Patriots,New England Patriots,0.5739,0.385,0.39,0.1889,0.0167,0.005,0.1672,buy_yes,KXNFLGAME-26SEP09NESEA-NE,
2026-09-05T19:18:52.231229+00:00,nfl,Los Angeles Rams @ Tampa Bay Buccaneers,Tampa Bay Buccaneers,0.2784,0.345,0.66,-0.0666,0.0158,0.005,0.0458,buy_no,KXNFLGAME-26SEP13TBCIN-TB,
2026-09-05T19:18:52.231286+00:00,nfl,Minnesota Vikings @ New York Jets,New York Jets,0.326,0.475,0.53,-0.149,0.0175,0.005,0.1265,buy_no,KXNFLGAME-26SEP13NYJTEN-NYJ,
2026-09-05T19:18:52.231341+00:00,nfl,Pittsburgh Steelers @ Tennessee Titans,Tennessee Titans,0.4625,0.525,0.48,-0.0625,0.0175,0.005,0.04,buy_no,KXNFLGAME-26SEP13NYJTEN-TEN,
2026-09-05T19:18:52.231399+00:00,nfl,Las Vegas Raiders @ Arizona Cardinals,Arizona Cardinals,0.4385,0.185,0.19,0.2535,0.0108,0.005,0.2377,buy_yes,KXNFLGAME-26SEP13ARILAC-ARI,
2026-09-05T19:18:52.231453+00:00,nfl,Detroit Lions @ Chicago Bears,Chicago Bears,0.5375,0.585,0.42,-0.0475,0.0171,0.005,0.0254,buy_no,KXNFLGAME-26SEP13CHICAR-CHI,
2026-09-05T19:18:52.231548+00:00,nfl,Kansas City Chiefs @ Los Angeles Chargers,Los Angeles Chargers,0.5467,0.825,0.18,-0.2783,0.0104,0.005,0.2629,buy_no,KXNFLGAME-26SEP13ARILAC-LAC,
2026-09-05T19:18:52.231618+00:00,nfl,Philadelphia Eagles @ San Francisco 49ers,San Francisco 49ers,0.5467,0.36,0.37,0.1867,0.0164,0.01,0.1603,buy_yes,KXNFLGAME-26SEP10SFLAR-SF,
2026-09-05T19:18:52.231679+00:00,nfl,Houston Texans @ Green Bay Packers,Green Bay Packers,0.5739,0.47,0.48,0.1039,0.0175,0.01,0.0764,buy_yes,KXNFLGAME-26SEP13GBMIN-GB,
2026-09-05T19:18:52.231760+00:00,nfl,Atlanta Falcons @ Carolina Panthers,Carolina Panthers,0.5739,0.405,0.41,0.1689,0.017,0.005,0.1469,buy_yes,KXNFLGAME-26SEP13CHICAR-CAR,
2026-09-05T19:18:52.231816+00:00,nfl,Pittsburgh Steelers @ Baltimore Ravens,Baltimore Ravens,0.7449,0.635,0.64,0.1099,0.0162,0.005,0.0887,buy_yes,KXNFLGAME-26SEP13BALIND-BAL,
2026-09-05T19:18:52.231870+00:00,nfl,New York Jets @ Buffalo Bills,Buffalo Bills,0.8837,0.495,0.5,0.3887,0.0176,0.005,0.3661,buy_yes,KXNFLGAME-26SEP13BUFHOU-BUF,
2026-09-05T19:18:52.231928+00:00,nfl,Chicago Bears @ Minnesota Vikings,Minnesota Vikings,0.5467,0.535,0.54,0.0117,0.0174,0.005,-0.0107,buy_yes,KXNFLGAME-26SEP13GBMIN-MIN,
2026-09-05T19:18:52.231984+00:00,nfl,Cleveland Browns @ Cincinnati Bengals,Cincinnati Bengals,0.8355,0.655,0.66,0.1805,0.0158,0.005,0.1597,buy_yes,KXNFLGAME-26SEP13TBCIN-CIN,
2026-09-05T19:18:52.232110+00:00,nfl,Detroit Lions @ Green Bay Packers,Green Bay Packers,0.5739,0.47,0.48,0.1039,0.0175,0.01,0.0764,buy_yes,KXNFLGAME-26SEP13GBMIN-GB,
2026-09-05T19:18:52.232165+00:00,nfl,Tennessee Titans @ Houston Texans,Houston Texans,0.7943,0.505,0.51,0.2893,0.0175,0.005,0.2668,buy_yes,KXNFLGAME-26SEP13BUFHOU-HOU,
2026-09-05T19:18:52.232218+00:00,nfl,Jacksonville Jaguars @ Indianapolis Colts,Indianapolis Colts,0.5467,0.375,0.38,0.1717,0.0165,0.005,0.1502,buy_yes,KXNFLGAME-26SEP13BALIND-IND,
2026-09-05T19:18:52.232303+00:00,nfl,Miami Dolphins @ New England Patriots,New England Patriots,0.914,0.385,0.39,0.529,0.0167,0.005,0.5073,buy_yes,KXNFLGAME-26SEP09NESEA-NE,
2026-09-05T19:18:52.232359+00:00,nfl,Tampa Bay Buccaneers @ New Orleans Saints,New Orleans Saints,0.4533,0.265,0.27,0.1883,0.0138,0.005,0.1695,buy_yes,KXNFLGAME-26SEP13NODET-NO,
2026-09-05T19:18:52.232450+00:00,nfl,San Francisco 49ers @ Arizona Cardinals,Arizona Cardinals,0.1317,0.185,0.82,-0.0533,0.0104,0.005,0.0379,buy_no,KXNFLGAME-26SEP13ARILAC-ARI,
2026-09-05T19:18:52.232503+00:00,nfl,Seattle Seahawks @ Los Angeles Rams,Los Angeles Rams,0.6188,0.645,0.36,-0.0262,0.0162,0.005,0.005,buy_no,KXNFLGAME-26SEP10SFLAR-LAR,
2026-09-05T19:18:53.412388+00:00,mlb,Los Angeles Angels @ Pittsburgh Pirates,Pittsburgh Pirates,0.6734,0.635,0.64,0.0384,0.0162,0.005,0.0172,buy_yes,KXMLBGAME-26SEP061335LAAPIT-PIT,
2026-09-05T19:18:53.412500+00:00,mlb,Minnesota Twins @ Chicago White Sox,Chicago White Sox,0.5472,0.525,0.53,0.0222,0.0175,0.005,-0.0003,buy_yes,KXMLBGAME-26SEP051910MINCWS-CWS,
2026-09-05T19:18:53.412701+00:00,mlb,Los Angeles Angels @ Pittsburgh Pirates,Pittsburgh Pirates,0.6855,0.635,0.64,0.0505,0.0162,0.005,0.0293,buy_yes,KXMLBGAME-26SEP061335LAAPIT-PIT,
2026-09-05T19:18:53.412852+00:00,mlb,Minnesota Twins @ Chicago White Sox,Chicago White Sox,0.6204,0.525,0.53,0.0954,0.0175,0.005,0.0729,buy_yes,KXMLBGAME-26SEP051910MINCWS-CWS,
